"","mile","time","kde1.estimate"
"31365",97.25,6.625,0.00226112378061847
"31366",97.5,6.625,0.00226895447269847
"31367",97.75,6.625,0.00227557558573952
"31368",98,6.625,0.00228093252421334
"31369",98.25,6.625,0.00228496982505832
"31370",98.5,6.625,0.00228763198832564
"31371",98.75,6.625,0.00228886436919541
"31372",99,6.625,0.00228861411951383
"31373",99.25,6.625,0.00228683116570679
"31374",99.5,6.625,0.00228346920883154
"31375",99.75,6.625,0.00227848673166466
"31376",100,6.625,0.00227184799711834
"31377",100.25,6.625,0.00226352402194725
"31378",100.5,6.625,0.00225349350966924
"31379",100.75,6.625,0.00224174372688264
"31380",101,6.625,0.00222827130772127
"31381",101.25,6.625,0.00221308297203919
"31382",101.5,6.625,0.00219619614404718
"31383",101.75,6.625,0.00217763945951235
"31384",102,6.625,0.00215745315125336
"31385",102.25,6.625,0.0021356893044863
"31386",102.5,6.625,0.00211241197556184
"31387",102.75,6.625,0.0020876971697425
"31388",103,6.625,0.00206163267585736
"31389",103.25,6.625,0.00203431775789258
"31390",103.5,6.625,0.00200586270578726
"31391",103.75,6.625,0.00197638824985731
"31392",104,6.625,0.0019460248453251
"31393",104.25,6.625,0.00191491183534739
"31394",104.5,6.625,0.00188319650267455
"31395",104.75,6.625,0.00185103302160771
"31396",105,6.625,0.00181858132322353
"31397",105.25,6.625,0.00178600588788835
"31398",105.5,6.625,0.00175347447987276
"31399",105.75,6.625,0.00172115683939776
"31400",106,6.625,0.00168922334769534
"31401",106.25,6.625,0.00165784368065659
"31402",106.5,6.625,0.00162718546638176
"31403",106.75,6.625,0.00159741296145699
"31404",107,6.625,0.00156868576008514
"31405",107.25,6.625,0.00154115754931761
"31406",107.5,6.625,0.00151497492260084
"31407",107.75,6.625,0.00149027626269476
"31408",108,6.625,0.00146719070377196
"31409",108.25,6.625,0.00144583718119757
"31410",108.5,6.625,0.00142632357614935
"31411",108.75,6.625,0.00140874596089369
"31412",109,6.625,0.00139318794921137
"31413",109.25,6.625,0.00137972015518787
"31414",109.5,6.625,0.00136839976236554
"31415",109.75,6.625,0.00135927020411321
"31416",110,6.625,0.00135236095501181
"31417",110.25,6.625,0.00134768743208988
"31418",110.5,6.625,0.00134525100387145
"31419",110.75,6.625,0.00134503910442012
"31420",111,6.625,0.00134702544887323
"31421",111.25,6.625,0.00135117034635207
"31422",111.5,6.625,0.00135742110560033
"31423",111.75,6.625,0.00136571252823329
"31424",112,6.625,0.00137596748406648
"31425",112.25,6.625,0.00138809756262331
"31426",112.5,6.625,0.00140200379458936
"31427",112.75,6.625,0.00141757743667885
"31428",113,6.625,0.00143470081310007
"31429",113.25,6.625,0.00145324820654967
"31430",113.5,6.625,0.00147308679142674
"31431",113.75,6.625,0.00149407760174099
"31432",114,6.625,0.00151607652599541
"31433",114.25,6.625,0.00153893532115999
"31434",114.5,6.625,0.00156250263772591
"31435",114.75,6.625,0.00158662504774714
"31436",115,6.625,0.00161114806774813
"31437",115.25,6.625,0.00163591716841196
"31438",115.5,6.625,0.00166077876307105
"31439",115.75,6.625,0.00168558116721161
"31440",116,6.625,0.00171017552147883
"31441",116.25,6.625,0.00173441667103805
"31442",116.5,6.625,0.00175816399460915
"31443",116.75,6.625,0.00178128217704697
"31444",117,6.625,0.00180364191998612
"31445",117.25,6.625,0.00182512058579705
"31446",117.5,6.625,0.00184560277090262
"31447",117.75,6.625,0.00186498080536772
"31448",118,6.625,0.00188315517658372
"31449",118.25,6.625,0.00190003487580773
"31450",118.5,6.625,0.00191553766726496
"31451",118.75,6.625,0.00192959028046127
"31452",119,6.625,0.00194212852726206
"31453",119.25,6.625,0.00195309734615374
"31454",119.5,6.625,0.00196245077689626
"31455",119.75,6.625,0.00197015186948263
"31456",120,6.625,0.00197617253193017
"31457",120.25,6.625,0.00198049332192611
"31458",120.5,6.625,0.00198310318772911
"31459",120.75,6.625,0.00198399916398367
"31460",121,6.625,0.00198318602823527
"31461",121.25,6.625,0.00198067592394306
"31462",121.5,6.625,0.0019764879556811
"31463",121.75,6.625,0.00197064776200791
"31464",122,6.625,0.00196318707118082
"31465",122.25,6.625,0.00195414324451205
"31466",122.5,6.625,0.00194355881172443
"31467",122.75,6.625,0.00193148100218592
"31468",123,6.625,0.00191796127540226
"31469",123.25,6.625,0.00190305485364557
"31470",123.5,6.625,0.00188682025911249
"31471",123.75,6.625,0.00186931885755421
"31472",124,6.625,0.00185061440991818
"31473",124.25,6.625,0.00183077263319929
"31474",124.5,6.625,0.00180986077142516
"31475",124.75,6.625,0.00178794717750244
"31476",125,6.625,0.00176510090653029
"31477",125.25,6.625,0.00174139132114244
"31478",125.5,6.625,0.0017168877094651
"31479",125.75,6.625,0.00169165891636787
"31480",126,6.625,0.00166577298882654
"31481",126.25,6.625,0.00163929683639889
"31482",126.5,6.625,0.00161229590802174
"31483",126.75,6.625,0.00158483388655417
"31484",127,6.625,0.00155697240270268
"31485",127.25,6.625,0.00152877077015149
"31486",127.5,6.625,0.00150028574387257
"31487",127.75,6.625,0.00147157130368927
"31488",128,6.625,0.00144267846520533
"31489",128.25,6.625,0.00141365512017664
"31490",128.5,6.625,0.00138454590829145
"31491",128.75,6.625,0.00135539212213194
"31492",129,6.625,0.00132623164681592
"31493",129.25,6.625,0.00129709893546593
"31494",129.5,6.625,0.00126802502122918
"31495",129.75,6.625,0.00123903756608608
"31496",130,6.625,0.00121016094614773
"31497",130.25,6.625,0.0011814163725686
"31498",130.5,6.625,0.0011528220466045
"31499",130.75,6.625,0.00112439334674452
"31500",131,6.625,0.00109614304525581
"31501",131.25,6.625,0.00106808155091932
"31502",131.5,6.625,0.00104021717421888
"31503",131.75,6.625,0.001012556410791
"31504",132,6.625,0.000985104238562155
"31505",132.25,6.625,0.000957864423705694
"31506",132.5,6.625,0.000930839830351436
"31507",132.75,6.625,0.000904032728884013
"31508",133,6.625,0.000877445097674949
"31509",133.25,6.625,0.000851078913209372
"31510",133.5,6.625,0.000824936423789099
"31511",133.75,6.625,0.000799020402314886
"31512",134,6.625,0.000773334374064431
"31513",134.25,6.625,0.000747882815879576
"31514",134.5,6.625,0.000722671323744158
"31515",134.75,6.625,0.000697706746359645
"31516",135,6.625,0.000672997282994247
"31517",135.25,6.625,0.000648552544577025
"31518",135.5,6.625,0.000624383577715524
"31519",135.75,6.625,0.000600502852017693
"31520",136,6.625,0.000576924211780834
"31521",87,6.66666666666667,0.00115843633045227
"31522",87.25,6.66666666666667,0.00119679808818352
"31523",87.5,6.66666666666667,0.00123489331418841
"31524",87.75,6.66666666666667,0.00127265630816265
"31525",88,6.66666666666667,0.0013100244663932
"31526",88.25,6.66666666666667,0.00134693861390049
"31527",88.5,6.66666666666667,0.00138334329433344
"31528",88.75,6.66666666666667,0.00141918701446011
"31529",89,6.66666666666667,0.00145442244056515
"31530",89.25,6.66666666666667,0.00148900654455232
"31531",89.5,6.66666666666667,0.00152290069805297
"31532",89.75,6.66666666666667,0.00155607071335846
"31533",90,6.66666666666667,0.00158848683052463
"31534",90.25,6.66666666666667,0.00162012365053924
"31535",90.5,6.66666666666667,0.00165096001499958
"31536",90.75,6.66666666666667,0.00168097883331569
"31537",91,6.66666666666667,0.00171016685903696
"31538",91.25,6.66666666666667,0.00173851441749333
"31539",91.5,6.66666666666667,0.00176601508754743
"31540",91.75,6.66666666666667,0.00179266534086733
"31541",92,6.66666666666667,0.00181846414274714
"31542",92.25,6.66666666666667,0.00184341251912004
"31543",92.5,6.66666666666667,0.00186751309501723
"31544",92.75,6.66666666666667,0.00189076961031907
"31545",93,6.66666666666667,0.00191318641921004
"31546",93.25,6.66666666666667,0.00193476798027546
"31547",93.5,6.66666666666667,0.00195551834465171
"31548",93.75,6.66666666666667,0.0019754406500486
"31549",94,6.66666666666667,0.00199453662878707
"31550",94.25,6.66666666666667,0.0020128061382227
"31551",94.5,6.66666666666667,0.00203024672204056
"31552",94.75,6.66666666666667,0.00204685321089516
